term,estimate,std.error,statistic,p.value,Drug,Model
CountryFinland,-1.0569141616735724,0.11136798872873088,-9.490286874516466,2.3039931822908524e-21,Ampicillin_I,Species+Country+Gender+Age
CountryFrance,-0.27273544858111537,0.05200382729880939,-5.244526465600342,1.5668421516706998e-7,Ampicillin_I,Species+Country+Gender+Age
CountryGermany,-0.5319909388751702,0.051449083100748964,-10.340144212743528,4.638389886970869e-25,Ampicillin_I,Species+Country+Gender+Age
CountryGreece,-0.30240232914144927,0.061803934949746654,-4.892930027632308,9.93457346975165e-7,Ampicillin_I,Species+Country+Gender+Age
CountryGuatemala,0.41110357532285924,0.1292331160377734,3.1811008503632943,0.0014671654539134811,Ampicillin_I,Species+Country+Gender+Age
CountryHungary,-0.3511089841495449,0.06596231934959007,-5.322872021657117,1.0214160782168916e-7,Ampicillin_I,Species+Country+Gender+Age
CountryIndia,0.6604279448506466,0.10604899674619406,6.227573716998396,4.737138680311868e-10,Ampicillin_I,Species+Country+Gender+Age
CountryJapan,-0.589776130436391,0.07629234686545631,-7.7304756593276345,1.071454764524912e-14,Ampicillin_I,Species+Country+Gender+Age
CountryJordan,0.5752295556419991,0.17337522430303146,3.31783020298559,9.071961491162147e-4,Ampicillin_I,Species+Country+Gender+Age
CountryKenya,0.5559603487358198,0.19756756089454466,2.814026483996398,0.004892519743127363,Ampicillin_I,Species+Country+Gender+Age
"CountryKorea, South",0.1497646214578538,0.06946884817397635,2.1558529527189854,0.031095149139464515,Ampicillin_I,Species+Country+Gender+Age
CountryKuwait,0.31182324834502445,0.07314679314291489,4.262979071902459,2.0171941737299637e-5,Ampicillin_I,Species+Country+Gender+Age
CountryLatvia,-0.2438072603029264,0.11379985368757987,-2.1424215620897193,0.032159574328221904,Ampicillin_I,Species+Country+Gender+Age
CountryMexico,0.30544516273455574,0.06282451496958699,4.861878565754468,1.1627695031706857e-6,Ampicillin_I,Species+Country+Gender+Age
CountryNetherlands,-0.7136169595224463,0.07049595042894824,-10.122807837617419,4.376761489739555e-24,Ampicillin_I,Species+Country+Gender+Age
CountryNigeria,1.3354685400311224,0.1597604647332305,8.359192884554387,6.314879101493838e-17,Ampicillin_I,Species+Country+Gender+Age
CountryPakistan,0.3924129615689618,0.15587145786289486,2.5175421270142335,0.0118176836337242,Ampicillin_I,Species+Country+Gender+Age
CountryPhilippines,0.39897067259469193,0.0751686936881428,5.307670693998318,1.110350088800716e-7,Ampicillin_I,Species+Country+Gender+Age
CountryPortugal,-0.2731146354314539,0.05993115354280074,-4.557139639176225,5.185495141196869e-6,Ampicillin_I,Species+Country+Gender+Age
CountrySaudi Arabia,0.39150630802212527,0.1813846758286316,2.1584310043479755,0.030894337347434773,Ampicillin_I,Species+Country+Gender+Age
CountrySweden,-0.8930468156004387,0.09799710768288265,-9.112991563897237,8.014104447266232e-20,Ampicillin_I,Species+Country+Gender+Age
CountrySwitzerland,-0.35095901673046104,0.08009970203483312,-4.381527119512115,1.1785037148578484e-5,Ampicillin_I,Species+Country+Gender+Age
CountryTaiwan,0.28186604091996537,0.07338634255754393,3.8408514595062107,1.2260829245468456e-4,Ampicillin_I,Species+Country+Gender+Age
CountryThailand,0.5446685203429524,0.07983050943235209,6.822811531780357,8.927574883156655e-12,Ampicillin_I,Species+Country+Gender+Age
CountryUnited Kingdom,-0.3525697523841953,0.06064951860249217,-5.813232495627884,6.127786021768092e-9,Ampicillin_I,Species+Country+Gender+Age
CountryUnited States,-0.39451191085135123,0.04808875824111037,-8.203828197711474,2.328507998698155e-16,Ampicillin_I,Species+Country+Gender+Age
CountryVietnam,2.3099539423292375,0.4777077701433839,4.835495854789855,1.3281414236845272e-6,Ampicillin_I,Species+Country+Gender+Age
GenderMale,0.10618566255165657,0.012625747542826995,8.410247566844731,4.0914621481098665e-17,Ampicillin_I,Species+Country+Gender+Age
`Age Group`3 to 12 Years,-0.0879878075130091,0.04347488272472333,-2.0238768226273356,0.04298282724273238,Ampicillin_I,Species+Country+Gender+Age
CountryAustralia,-1.6352613378273126,0.08866991050235458,-18.442122345255882,6.032618766337e-76,Cefepime_I,Species+Country+Gender+Age
CountryAustria,-1.2721473228441826,0.1093253302966576,-11.636345569614766,2.693092982820255e-31,Cefepime_I,Species+Country+Gender+Age
CountryBelgium,-0.9138166193411396,0.05609240614778679,-16.291271530294225,1.1383759612048278e-59,Cefepime_I,Species+Country+Gender+Age
CountryBrazil,0.12854966490386968,0.05589811840100447,2.299713632249197,0.021464449287374992,Cefepime_I,Species+Country+Gender+Age
CountryCanada,-1.6223644718963905,0.07876646813943769,-20.59714635197775,2.9109879214297793e-94,Cefepime_I,Species+Country+Gender+Age
CountryChile,0.3302190344740645,0.056944492089420894,5.798963558328275,6.6726029214194495e-9,Cefepime_I,Species+Country+Gender+Age
CountryChina,0.47265139828324476,0.04700367920714925,10.055625564973957,8.676858860791427e-24,Cefepime_I,Species+Country+Gender+Age
CountryColombia,-0.18202312572077567,0.06054719165908368,-3.006301708354584,0.002644464670287904,Cefepime_I,Species+Country+Gender+Age
CountryCosta Rica,-0.9912128175054836,0.23493296635010966,-4.219130388147934,2.452464177569784e-5,Cefepime_I,Species+Country+Gender+Age
CountryCroatia,0.3935304643871089,0.06929382575536762,5.679156260998122,1.3536077859023596e-8,Cefepime_I,Species+Country+Gender+Age
CountryCzech Republic,-0.5128546471719032,0.05913303963270599,-8.672895057609175,4.212701698393524e-18,Cefepime_I,Species+Country+Gender+Age
CountryDenmark,-1.8624737339364779,0.12117204335207124,-15.370490439985156,2.5820716483759764e-53,Cefepime_I,Species+Country+Gender+Age
CountryFinland,-2.2427970973678923,0.2596009372397806,-8.63940292825804,5.6507553350502565e-18,Cefepime_I,Species+Country+Gender+Age
CountryFrance,-0.8986048496886408,0.04867837310493759,-18.460042774056735,4.3299858687729013e-76,Cefepime_I,Species+Country+Gender+Age
CountryGermany,-1.2258992325278695,0.05152023462889604,-23.79451959716624,3.805890746688833e-125,Cefepime_I,Species+Country+Gender+Age
CountryGuatemala,0.8297380708702786,0.08681369109755398,9.557686816217597,1.2041799684623263e-21,Cefepime_I,Species+Country+Gender+Age
CountryHong Kong,-1.1194701546797488,0.1233215440982888,-9.077652756176303,1.1094145751015683e-19,Cefepime_I,Species+Country+Gender+Age
CountryHungary,-0.4378418782130833,0.06251224254627885,-7.004098083490473,2.4858192815754328e-12,Cefepime_I,Species+Country+Gender+Age
CountryIndia,1.0362227410389737,0.07017071891349869,14.767167232764896,2.3852968873480227e-49,Cefepime_I,Species+Country+Gender+Age
CountryIreland,-0.7791033744858217,0.08562939223005164,-9.09855079191366,9.154514736494408e-20,Cefepime_I,Species+Country+Gender+Age
CountryIsrael,-0.16389792368525471,0.06084810100017578,-2.69355856618732,0.007069372429388386,Cefepime_I,Species+Country+Gender+Age
CountryJapan,-1.9119714783152768,0.11488551948577447,-16.642406169839568,3.4353209119258494e-62,Cefepime_I,Species+Country+Gender+Age
CountryJordan,0.4063135221384119,0.11516060386911954,3.5282336883209533,4.1834265766123324e-4,Cefepime_I,Species+Country+Gender+Age
CountryKuwait,0.12436528108723974,0.05964493216396207,2.0850938474598886,0.03706078264039672,Cefepime_I,Species+Country+Gender+Age
CountryLithuania,0.2122183370581133,0.10483584054448344,2.0242918448110867,0.04294013223714608,Cefepime_I,Species+Country+Gender+Age
CountryMalaysia,-0.2611524093384246,0.08364895438561651,-3.122004468035884,0.0017962421251107783,Cefepime_I,Species+Country+Gender+Age
CountryMexico,0.4710053520544794,0.04919908108458367,9.57345831814869,1.0338821564469233e-21,Cefepime_I,Species+Country+Gender+Age
CountryMorocco,0.4814152584864393,0.09525908220059114,5.05374655481881,4.3322642129307674e-7,Cefepime_I,Species+Country+Gender+Age
CountryNetherlands,-1.9861534948560193,0.12149540962927015,-16.34755996886259,4.5274984527122494e-60,Cefepime_I,Species+Country+Gender+Age
CountryNigeria,0.9939377596487653,0.08528289063305264,11.654597449392154,2.1740539518785697e-31,Cefepime_I,Species+Country+Gender+Age
CountryPakistan,0.8460670054981068,0.11172792934009029,7.572564984380502,3.659260607906826e-14,Cefepime_I,Species+Country+Gender+Age
CountryPoland,0.229877644197877,0.06321309450219535,3.6365510343730048,2.7631291909376444e-4,Cefepime_I,Species+Country+Gender+Age
CountryPortugal,-0.38666067237136703,0.05475966765825889,-7.061048558300565,1.6525083051895054e-12,Cefepime_I,Species+Country+Gender+Age
CountryRomania,0.4901446307440529,0.07150081513852193,6.855091509019476,7.126688445155814e-12,Cefepime_I,Species+Country+Gender+Age
CountryRussia,0.8781371578130065,0.05105136382733954,17.201051881453118,2.607546219346567e-66,Cefepime_I,Species+Country+Gender+Age
CountrySaudi Arabia,0.29169677609896255,0.13162078350127474,2.2161908502553285,0.026678434250440988,Cefepime_I,Species+Country+Gender+Age
CountrySerbia,1.377516602488084,0.2090087559198465,6.590712415016492,4.377210436972898e-11,Cefepime_I,Species+Country+Gender+Age
CountrySingapore,-0.6209854292433331,0.15181242139111334,-4.090478391379401,4.30484319834634e-5,Cefepime_I,Species+Country+Gender+Age
CountrySouth Africa,-0.3702335444820582,0.06063484100627185,-6.105953909300472,1.021884964967387e-9,Cefepime_I,Species+Country+Gender+Age
CountrySpain,-0.9146282183634421,0.0471921875965096,-19.380924363656522,1.1182027357332751e-83,Cefepime_I,Species+Country+Gender+Age
CountrySweden,-1.4510519334509344,0.14854894090690413,-9.768174209739477,1.5420589505135263e-22,Cefepime_I,Species+Country+Gender+Age
CountrySwitzerland,-1.841772964751812,0.13279086173693602,-13.86972673165144,9.6644282418015e-44,Cefepime_I,Species+Country+Gender+Age
CountryTaiwan,-0.7973647621943366,0.06854302805304206,-11.633054226569847,2.799002172003013e-31,Cefepime_I,Species+Country+Gender+Age
CountryThailand,0.3125729545638083,0.05979934237575238,5.227029966311993,1.722545913311868e-7,Cefepime_I,Species+Country+Gender+Age
CountryTurkey,0.2991939133899532,0.059400488018661886,5.036893186735356,4.7314863214940633e-7,Cefepime_I,Species+Country+Gender+Age
CountryUkraine,1.476600914607074,0.13743516345069834,10.743981944160675,6.325590630967878e-27,Cefepime_I,Species+Country+Gender+Age
CountryUnited Kingdom,-1.5109919401446303,0.07285758230632902,-20.738979970426122,1.5415997943412776e-95,Cefepime_I,Species+Country+Gender+Age
CountryUnited States,-1.4053054760713075,0.04371840351978334,-32.144482939213056,1.0547899465470477e-226,Cefepime_I,Species+Country+Gender+Age
CountryVenezuela,-0.18619230494519287,0.06171530515324424,-3.0169551051049956,0.0025532762386543868,Cefepime_I,Species+Country+Gender+Age
CountryVietnam,1.063851479559149,0.21026853922290858,5.059489562684151,4.2038028658653134e-7,Cefepime_I,Species+Country+Gender+Age
GenderMale,0.19019794851908722,0.013073303091533013,14.548576376407109,5.963113154151395e-48,Cefepime_I,Species+Country+Gender+Age
`Age Group`13 to 18 Years,0.13219223903720675,0.06003667664535016,2.201858037847354,0.02767533789564094,Cefepime_I,Species+Country+Gender+Age
`Age Group`19 to 64 Years,0.3861465506151169,0.0329786583546754,11.708983017508736,1.1464647446475657e-31,Cefepime_I,Species+Country+Gender+Age
`Age Group`3 to 12 Years,-0.12962842986477202,0.05412891083025648,-2.394809499701101,0.016629002469653167,Cefepime_I,Species+Country+Gender+Age
`Age Group`65 to 84 Years,0.5068288553609788,0.033476688579890265,15.139754762525563,8.854325701360869e-52,Cefepime_I,Species+Country+Gender+Age
`Age Group`85 and Over,0.4655494066240568,0.039589087734328565,11.759538632166276,6.307802981777197e-32,Cefepime_I,Species+Country+Gender+Age
`Age Group`Unknown,0.2505434101346809,0.09960553854984215,2.5153562119370516,0.01189121715082304,Cefepime_I,Species+Country+Gender+Age
CountryAustralia,-1.0976496572444894,0.07324929694742376,-14.985122082910241,9.185662748309261e-51,Ceftazidime_I,Species+Country+Gender+Age
CountryAustria,-0.850940985052127,0.09334004758961222,-9.116569007908112,7.754023471503856e-20,Ceftazidime_I,Species+Country+Gender+Age
CountryBelgium,-0.6039784462839002,0.05227529944259105,-11.553801751957286,7.062567968608042e-31,Ceftazidime_I,Species+Country+Gender+Age
CountryCanada,-1.1657908648629896,0.06578123486818499,-17.722240502159117,2.8243594687330787e-70,Ceftazidime_I,Species+Country+Gender+Age
CountryChile,0.3727394478057947,0.056622249949396825,6.582914810677978,4.613134931572093e-11,Ceftazidime_I,Species+Country+Gender+Age
CountryChina,0.21940433315475874,0.04804353744915849,4.566781398787314,4.952700271313477e-6,Ceftazidime_I,Species+Country+Gender+Age
CountryColombia,-0.15056388024648756,0.06000794797347831,-2.5090656376557354,0.012105098877966753,Ceftazidime_I,Species+Country+Gender+Age
CountryCroatia,0.2916925174703255,0.06848663800347829,4.259115733721825,2.0523719286612354e-5,Ceftazidime_I,Species+Country+Gender+Age
CountryCzech Republic,-0.46586201629938334,0.05691011506698389,-8.185926451757446,2.702167295587138e-16,Ceftazidime_I,Species+Country+Gender+Age
CountryDenmark,-1.4576966947552024,0.09612466792492044,-15.164647392007193,6.0623599911181266e-52,Ceftazidime_I,Species+Country+Gender+Age
CountryFinland,-2.4280455337344535,0.24492863907654594,-9.913277364741461,3.644895630178769e-23,Ceftazidime_I,Species+Country+Gender+Age
CountryFrance,-0.6788735772813611,0.047387910739791005,-14.325881151610254,1.5080315363491437e-46,Ceftazidime_I,Species+Country+Gender+Age
CountryGermany,-0.9869614982595356,0.049020025200373775,-20.13384314318978,3.7291979415689764e-90,Ceftazidime_I,Species+Country+Gender+Age
CountryGuatemala,0.6158712691027515,0.08727497234291282,7.056676760468357,1.7053167941167555e-12,Ceftazidime_I,Species+Country+Gender+Age
CountryHong Kong,-0.9713630474548463,0.11016052275935825,-8.817705500333856,1.168290459326543e-18,Ceftazidime_I,Species+Country+Gender+Age
CountryHungary,-0.19660924613114306,0.05895639244995631,-3.3348249097505414,8.535312327442016e-4,Ceftazidime_I,Species+Country+Gender+Age
CountryIndia,1.0482373592282936,0.07335855785615125,14.289230730023096,2.55415211787128e-46,Ceftazidime_I,Species+Country+Gender+Age
CountryIreland,-0.6452716897777142,0.07924510767142733,-8.142732198095983,3.8645640693697146e-16,Ceftazidime_I,Species+Country+Gender+Age
CountryIsrael,-0.1433223499025995,0.059316832184920294,-2.4162171954124574,0.015682703495196643,Ceftazidime_I,Species+Country+Gender+Age
CountryJapan,-1.5076008527625682,0.09303580739624114,-16.20452269889667,4.685104066716383e-59,Ceftazidime_I,Species+Country+Gender+Age
CountryKenya,0.4881877837679209,0.1350472076417666,3.614941710330759,3.0041520637992774e-4,Ceftazidime_I,Species+Country+Gender+Age
CountryMalaysia,-0.21455957195594247,0.08077038191741083,-2.6564139832263454,0.00789765959083314,Ceftazidime_I,Species+Country+Gender+Age
CountryMexico,0.43897271393272586,0.049727301317285214,8.827599775259449,1.0694595656183201e-18,Ceftazidime_I,Species+Country+Gender+Age
CountryMorocco,0.37101441732532503,0.0925641912227916,4.008185156961346,6.118714128378764e-5,Ceftazidime_I,Species+Country+Gender+Age
CountryNetherlands,-1.4382913788725986,0.09044625324310147,-15.902166505524098,6.121074761445634e-57,Ceftazidime_I,Species+Country+Gender+Age
CountryNigeria,1.146685631578185,0.0855242782277305,13.407720653600117,5.448785552359734e-41,Ceftazidime_I,Species+Country+Gender+Age
CountryPakistan,0.5564533101445103,0.12114044453090848,4.593456069104431,4.359648307493898e-6,Ceftazidime_I,Species+Country+Gender+Age
CountryPhilippines,0.2197228441081732,0.05792343999683749,3.7933320969916435,1.4863915014819235e-4,Ceftazidime_I,Species+Country+Gender+Age
CountryPoland,0.32422212259178224,0.061888118585651526,5.238842769845514,1.6158662902317258e-7,Ceftazidime_I,Species+Country+Gender+Age
CountryPortugal,-0.16843839116551856,0.052680652222984306,-3.197348249459025,0.001386973673371826,Ceftazidime_I,Species+Country+Gender+Age
CountryRomania,0.4768321422965955,0.07057043487580601,6.756825902174936,1.4104750224011605e-11,Ceftazidime_I,Species+Country+Gender+Age
CountryRussia,0.7991749517562473,0.0517786084302394,15.434461759105877,9.599791688073707e-54,Ceftazidime_I,Species+Country+Gender+Age
CountrySerbia,1.248310564508314,0.20996391826692515,5.945357539581389,2.7585407097093113e-9,Ceftazidime_I,Species+Country+Gender+Age
CountrySingapore,-0.5438834420076912,0.15632706242660327,-3.4791381195629425,5.030292512544491e-4,Ceftazidime_I,Species+Country+Gender+Age
CountrySouth Africa,-0.39357487818093967,0.06097279283079719,-6.454926204104367,1.0827164957163607e-10,Ceftazidime_I,Species+Country+Gender+Age
CountrySpain,-0.730133480330184,0.04644713494921347,-15.71966669480327,1.109055788584391e-55,Ceftazidime_I,Species+Country+Gender+Age
CountrySweden,-1.2910490817744669,0.13369342230799078,-9.656788340717803,4.600610106140951e-22,Ceftazidime_I,Species+Country+Gender+Age
CountrySwitzerland,-1.3217791225878395,0.10143062000466638,-13.03136195487152,8.114614750332984e-39,Ceftazidime_I,Species+Country+Gender+Age
CountryThailand,0.269659308983552,0.059127745425477954,4.560622209473874,5.100226890804591e-6,Ceftazidime_I,Species+Country+Gender+Age
CountryTurkey,0.2274843606184847,0.060143546495528895,3.7823569422431054,1.5535037800219956e-4,Ceftazidime_I,Species+Country+Gender+Age
CountryUkraine,1.323995427964264,0.13674557757455558,9.682180962981443,3.589750428633429e-22,Ceftazidime_I,Species+Country+Gender+Age
CountryUnited Kingdom,-1.17452971927132,0.06469639160384903,-18.15448574726141,1.1833092297511927e-73,Ceftazidime_I,Species+Country+Gender+Age
CountryUnited States,-0.9645576286019193,0.04438563503277495,-21.73130175764472,1.0381706240288737e-104,Ceftazidime_I,Species+Country+Gender+Age
CountryVenezuela,-0.18961366194869714,0.060492699281311055,-3.134488363082145,0.0017215408189772598,Ceftazidime_I,Species+Country+Gender+Age
CountryVietnam,1.129248844961848,0.21118715110339567,5.3471474900903235,8.935120423166579e-8,Ceftazidime_I,Species+Country+Gender+Age
GenderMale,0.168192709905232,0.012112451459708445,13.885934689993839,7.708815723067971e-44,Ceftazidime_I,Species+Country+Gender+Age
`Age Group`19 to 64 Years,0.30336459429835794,0.02990233144200502,10.14518198645238,3.481289475801371e-24,Ceftazidime_I,Species+Country+Gender+Age
`Age Group`3 to 12 Years,-0.1269819477329053,0.04905913751020507,-2.588344479282602,0.009643848386693177,Ceftazidime_I,Species+Country+Gender+Age
`Age Group`65 to 84 Years,0.4145037858626711,0.030319093048854592,13.671378137689063,1.5051724522616106e-42,Ceftazidime_I,Species+Country+Gender+Age
`Age Group`85 and Over,0.3808936714898187,0.03594840400247581,10.595565562899152,3.1244661387441187e-26,Ceftazidime_I,Species+Country+Gender+Age
`Age Group`Unknown,0.29795915089039726,0.0875783142159776,3.4022024008774334,6.684511256127639e-4,Ceftazidime_I,Species+Country+Gender+Age
SpeciesAcinetobacter baylyi,-3.2811936216090767,1.0766041087400895,-3.047725338378039,0.002305805747272073,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesAcinetobacter calcoaceticus,-2.4378387278856124,0.5738158887001695,-4.248468499901425,2.1523690395058228e-5,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesAcinetobacter guillouiae,-3.034805256969156,0.682082507067005,-4.4493228099618,8.614146267477143e-6,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesAcinetobacter johnsonii,-3.3952963290008915,0.6790749944336026,-4.999884190748053,5.736475952243739e-7,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesAcinetobacter junii,-2.9758049181962147,0.4833929531462081,-6.156078401283906,7.456831907561593e-10,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesAcinetobacter lwoffii,-3.408356694076108,0.45699375585323837,-7.4582128320604175,8.770392123390555e-14,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesAcinetobacter nosocomialis,-1.4118357556572723,0.3748329934439069,-3.7665727946879652,1.6550384300104015e-4,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesAcinetobacter pitii,-3.1361088860765456,0.3694137977500043,-8.489420008612845,2.076708995101963e-17,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesAcinetobacter radioresistens,-3.7622492079928525,0.7906996482836889,-4.7581268262345615,1.9539772203346934e-6,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesAcinetobacter ursingii,-2.128288041751077,0.41628965781222027,-5.112517214422618,3.17894007213752e-7,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesCitrobacter amalonaticus,-1.6880549811869767,0.5049354092675566,-3.343110723083604,8.2844837301747e-4,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesCitrobacter braakii,-1.4173340497612013,0.3860439864464288,-3.6714314936178503,2.4119573293615167e-4,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesCitrobacter farmeri,-1.5914341850458424,0.5778601092296625,-2.754012882403947,0.005886945091362823,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesCitrobacter freundii,-0.7725675076362993,0.34173403465758023,-2.2607274350370665,0.023776140502479084,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesCitrobacter koseri,-3.327837088865088,0.3561024838344839,-9.3451667425377,9.174479854481326e-21,Ceftriaxone_I,Species+Country+Gender+Age
"SpeciesCitrobacter, non-speciated",-1.5580293621850132,0.4405136597666164,-3.536846877825435,4.0493436092952636e-4,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesEnterobacter asburiae,-1.1930372138709582,0.3469937586701041,-3.4382094319028065,5.855746131654769e-4,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesEnterobacter kobei,-1.1549477778929433,0.35624868132893206,-3.241970675048072,0.0011870623642152595,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesEnterobacter ludwigii,-1.4666113771162979,0.4289413693525947,-3.4191418266087705,6.281897454690243e-4,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesEnterobacter sakazakii,-1.4227972438049776,0.6078256980925992,-2.34079810753283,0.019242569544629304,Ceftriaxone_I,Species+Country+Gender+Age
"SpeciesEnterobacter, non-speciated",-1.3683665647530387,0.3704243465917034,-3.6940513693105257,2.2070918489252732e-4,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesEscherichia coli,-1.246408410342857,0.33968398853998955,-3.6693175197927315,2.4319886351170767e-4,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesKlebsiella aerogenes,-0.9291546659065864,0.3407809683717309,-2.7265450601485623,0.006400121331842907,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesKlebsiella oxytoca,-1.8611655539128535,0.3419018855353472,-5.443566217830754,5.222430709907453e-8,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesKlebsiella pneumoniae,-0.7135345191157028,0.3396682449627,-2.10068067797759,0.03566900657458935,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesKlebsiella variicola,-2.77697272962942,0.37379586962495237,-7.429115609050716,1.0932616368710609e-13,Ceftriaxone_I,Species+Country+Gender+Age
"SpeciesKlebsiella, non-speciated",-1.7869646876995449,0.6538254871406193,-2.7330912037621737,0.006274295577934598,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesMorganella morganii,-2.5017336501595113,0.3601351224204225,-6.946652782282596,3.740548056667306e-12,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesPluralibacter gergoviae,-1.9597550318464732,0.5405245316059741,-3.625654188208195,2.882308555257416e-4,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesProteus hauseri,-1.7435142050047194,0.38390055621703356,-4.541577699666172,5.583479996433957e-6,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesProteus mirabilis,-2.1317422738096634,0.34725957576877536,-6.138757352019272,8.316949098407774e-10,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesProteus vulgaris,-1.8081590035171657,0.3574099948668712,-5.059061104854307,4.2132584745380145e-7,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesProvidencia alcalifaciens,-2.3769828888288513,1.1236665383209377,-2.1153810385603435,0.034397484548588944,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesProvidencia rettgeri,-2.3111539111226533,0.39058068379100297,-5.917225318698391,3.274180205787411e-9,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesProvidencia stuartii,-1.6589000666424822,0.3631407515442703,-4.568201336776291,4.9192738923544945e-6,Ceftriaxone_I,Species+Country+Gender+Age
"SpeciesProvidencia, non-speciated",-3.3248932270613105,0.8181751124049675,-4.063791695261939,4.828191776924158e-5,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesRaoultella ornithinolytica,-2.2414103211848846,0.5586282054491295,-4.0123472093264985,6.011798941077715e-5,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesRaoultella planticola,-2.655288582961633,1.1179040461416772,-2.3752383687366274,0.01753762044298169,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesSerratia liquefaciens,-3.115696909210433,0.46942031854321664,-6.637328607503789,3.1941902796225854e-11,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesSerratia marcescens,-1.96827016700496,0.3411675672767544,-5.769218283894798,7.96400919467487e-9,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesSerratia odorifera,-2.279008549418903,0.8178776668707546,-2.786490745172828,0.005328213953973832,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesSerratia ureilytica,-2.3480788467845035,0.49278558644373616,-4.764909752596012,1.8893819517981692e-6,Ceftriaxone_I,Species+Country+Gender+Age
"SpeciesSerratia, non-speciated",-2.274511232581343,0.5034805808579761,-4.517574895749449,6.255190602158764e-6,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesStreptococcus anginosus,-5.457070917373156,0.6713867189143563,-8.128059080759494,4.362186085082621e-16,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesStreptococcus oralis,-1.8824147654578651,0.6182659187807374,-3.0446684966399498,0.0023293690749370977,Ceftriaxone_I,Species+Country+Gender+Age
SpeciesStreptococcus pneumoniae,-4.162078356052328,0.34388133365945633,-12.103240125775509,1.0152339008872895e-33,Ceftriaxone_I,Species+Country+Gender+Age
CountryAustralia,-0.9269791023672856,0.08610556150459907,-10.765612420026711,5.002781970330241e-27,Ceftriaxone_I,Species+Country+Gender+Age
CountryAustria,-1.0347791290396577,0.13574695552167124,-7.62285330866563,2.481288050513612e-14,Ceftriaxone_I,Species+Country+Gender+Age
CountryBelgium,-0.5148556818190342,0.05914900925065852,-8.704383866130474,3.193046066250145e-18,Ceftriaxone_I,Species+Country+Gender+Age
CountryBrazil,0.19152256590811503,0.06771495233622032,2.8283644793421905,0.004678650547401051,Ceftriaxone_I,Species+Country+Gender+Age
CountryCanada,-1.1537337897711921,0.07247873239221937,-15.918239070845644,4.735169605197978e-57,Ceftriaxone_I,Species+Country+Gender+Age
CountryChile,0.16165601473970578,0.07075216992207667,2.2848205916192623,0.022323349733659643,Ceftriaxone_I,Species+Country+Gender+Age
CountryChina,0.713659606589217,0.057515735336522864,12.408075849393489,2.3626249771774977e-35,Ceftriaxone_I,Species+Country+Gender+Age
CountryCroatia,0.4851464274593664,0.08108792799597739,5.982967371954967,2.1910867225978132e-9,Ceftriaxone_I,Species+Country+Gender+Age
CountryCzech Republic,-0.477500767131361,0.06985711029368123,-6.835392490813527,8.178081072054227e-12,Ceftriaxone_I,Species+Country+Gender+Age
CountryDenmark,-1.0840317055329778,0.1165965918151361,-9.297284668935351,1.4407807513103315e-20,Ceftriaxone_I,Species+Country+Gender+Age
CountryFinland,-1.2927025634700289,0.15722520395958628,-8.22198051530154,2.001697150127904e-16,Ceftriaxone_I,Species+Country+Gender+Age
CountryFrance,-0.471510667339427,0.052662726419042086,-8.953404037375009,3.4468548764310077e-19,Ceftriaxone_I,Species+Country+Gender+Age
CountryGermany,-0.7785478089003393,0.0538984143124619,-14.444725672019084,2.706326566654872e-47,Ceftriaxone_I,Species+Country+Gender+Age
