term,estimate,std.error,statistic,p.value,Drug,Model
CountryPoland,-0.09730619879401095,0.07377461429670198,-1.318965876292774,0.18718052078983516,Ampicillin_I,Species+Country+Gender+Age
CountryPortugal,-0.2731146354314539,0.05993115354280074,-4.557139639176225,5.185495141196869e-6,Ampicillin_I,Species+Country+Gender+Age
CountryRomania,0.03729656291978231,0.09485168672012319,0.3932092744943215,0.6941649202412621,Ampicillin_I,Species+Country+Gender+Age
CountryRussia,0.11733392986196699,0.06549299302674218,1.7915493618387093,0.07320518081876756,Ampicillin_I,Species+Country+Gender+Age
CountrySaudi Arabia,0.39150630802212527,0.1813846758286316,2.1584310043479755,0.030894337347434773,Ampicillin_I,Species+Country+Gender+Age
CountrySerbia,0.1716555977497514,0.2845528702006102,0.6032467626446149,0.5463445431482427,Ampicillin_I,Species+Country+Gender+Age
CountrySingapore,-0.09848762933539569,0.15879216197729323,-0.6202297903688666,0.5351065111081483,Ampicillin_I,Species+Country+Gender+Age
CountrySouth Africa,-0.047225411263131505,0.06740846547702864,-0.7005857636564196,0.4835615654435225,Ampicillin_I,Species+Country+Gender+Age
CountrySpain,-0.10101049882398791,0.051545530876219915,-1.9596364050755801,0.05003830310347303,Ampicillin_I,Species+Country+Gender+Age
CountrySweden,-0.8930468156004387,0.09799710768288265,-9.112991563897237,8.014104447266232e-20,Ampicillin_I,Species+Country+Gender+Age
CountrySwitzerland,-0.35095901673046104,0.08009970203483312,-4.381527119512115,1.1785037148578484e-5,Ampicillin_I,Species+Country+Gender+Age
CountryTaiwan,0.28186604091996537,0.07338634255754393,3.8408514595062107,1.2260829245468456e-4,Ampicillin_I,Species+Country+Gender+Age
CountryThailand,0.5446685203429524,0.07983050943235209,6.822811531780357,8.927574883156655e-12,Ampicillin_I,Species+Country+Gender+Age
CountryTurkey,0.07693604654494315,0.0737395294751499,1.0433487586989618,0.29678679641148076,Ampicillin_I,Species+Country+Gender+Age
CountryUkraine,0.1209408610087569,0.19133295218815952,0.6320963515465018,0.5273239191100225,Ampicillin_I,Species+Country+Gender+Age
CountryUnited Kingdom,-0.3525697523841953,0.06064951860249217,-5.813232495627884,6.127786021768092e-9,Ampicillin_I,Species+Country+Gender+Age
CountryUnited States,-0.39451191085135123,0.04808875824111037,-8.203828197711474,2.328507998698155e-16,Ampicillin_I,Species+Country+Gender+Age
CountryVenezuela,-0.036845880249081885,0.07024493054006041,-0.5245343680433825,0.599906922244118,Ampicillin_I,Species+Country+Gender+Age
CountryVietnam,2.3099539423292375,0.4777077701433839,4.835495854789855,1.3281414236845272e-6,Ampicillin_I,Species+Country+Gender+Age
GenderMale,0.10618566255165657,0.012625747542826995,8.410247566844731,4.0914621481098665e-17,Ampicillin_I,Species+Country+Gender+Age
`Age Group`13 to 18 Years,-0.04942250583467158,0.054185082200655585,-0.9121053955709163,0.3617132383030186,Ampicillin_I,Species+Country+Gender+Age
`Age Group`19 to 64 Years,0.023660061973756686,0.028475228880117713,0.8308997997300339,0.40603023681112077,Ampicillin_I,Species+Country+Gender+Age
`Age Group`3 to 12 Years,-0.0879878075130091,0.04347488272472333,-2.0238768226273356,0.04298282724273238,Ampicillin_I,Species+Country+Gender+Age
`Age Group`65 to 84 Years,0.050389808213058704,0.02893134697226386,1.741702806349349,0.08156046120181963,Ampicillin_I,Species+Country+Gender+Age
`Age Group`85 and Over,0.0042780477331741925,0.03480652133588068,0.12290937355937724,0.9021788628836689,Ampicillin_I,Species+Country+Gender+Age
`Age Group`Unknown,0.031092296144635812,0.09232876193411908,0.33675634215502237,0.7363005865407148,Ampicillin_I,Species+Country+Gender+Age
SpeciesAchromobacter xylosoxidans,17.82853319902971,3957.2981438428833,0.00450522870680566,0.9964053597320783,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter anitratus,17.867120060839746,3957.298067382952,0.00451497960391335,0.9963975797209492,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter baumannii,18.21744633200176,3957.298050685536,0.0046035062557003735,0.9963269464064123,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter baylyi,15.693949128031946,3957.2980977783127,0.00396582434283704,0.9968357382804559,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter beijerinckii,0.650137978868625,5595.6742728034715,1.161858155376334e-4,0.9999072971318068,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter bereziniae,15.345760161108458,3957.2980965459333,0.003877837804158036,0.9969059408413173,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter calcoaceticus,15.317816860826829,3957.298077440715,0.003870776616032232,0.99691157481202,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter courvalinii,1.1111390712934837,5595.674277740281,1.985710776114364e-4,0.9998415632039931,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter dijkshoorniae,13.444693828766693,3957.298179068252,0.003397442704692082,0.9972892381345958,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter guillouiae,15.201318289656204,3957.298084179713,0.0038413376921054465,0.9969350635002776,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter haemolyticus,13.305539168360118,3957.298114965726,0.0033622787017336844,0.9973172947893985,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter johnsonii,16.25458199735421,3957.298060455034,0.004107495000132783,0.9967227023713178,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter junii,14.150177606567802,3957.2980768031084,0.0035757168987378836,0.9971469967723281,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter lwoffii,15.106651236094295,3957.2980584564466,0.003817415573186994,0.9969541504496766,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter nosocomialis,16.811761765477364,3957.2980522815874,0.0042482930381714645,0.996610362771105,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter parvus,1.0553673287041503,4037.2509865607194,2.614074111857989e-4,0.9997914270649109,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter pitii,15.15969420035499,3957.298052261839,0.0038308194126773676,0.9969434558112906,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter radioresistens,13.410922122134684,3957.298178460452,0.003388908673885189,0.997296047266819,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter schindleri,15.916849599573283,3957.2981277983263,0.004022150741629554,0.996790796674954,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter seifertii,16.49371113683746,3957.298215657873,0.004167922213083832,0.996674488843784,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter spp,0.6140551269532221,4095.2251190989477,1.499441689028147e-4,0.9998803618630984,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter tjernbergiae,1.2837068204620523,4082.939223883812,3.144075260667125e-4,0.9997491390932841,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter towneri,1.028727627580216,4331.46271582822,2.3750120803787473e-4,0.9998105014547161,Cefepime_I,Species+Country+Gender+Age
SpeciesAcinetobacter ursingii,15.608263673600863,3957.298057829688,0.00394417186815616,0.9968530143205901,Cefepime_I,Species+Country+Gender+Age
"SpeciesAcinetobacter, non-speciated",17.968892592382183,3957.2980520016895,0.004540697303124064,0.9963770601761502,Cefepime_I,Species+Country+Gender+Age
SpeciesAeromonas caviae,-0.16236916784796815,4361.270662665478,-3.722978471341491e-5,0.999970294929582,Cefepime_I,Species+Country+Gender+Age
SpeciesAeromonas hydrophila,0.0019164989150677737,5595.67428757283,3.4249651008530574e-7,0.9999997267273225,Cefepime_I,Species+Country+Gender+Age
SpeciesAeromonas spp,0.6130889657397233,5595.674282217445,1.095648057443346e-4,0.9999125799332641,Cefepime_I,Species+Country+Gender+Age
SpeciesAeromonas veronii,-0.001808805990629011,4841.045380169291,-3.7363954447494915e-7,0.9999997018787762,Cefepime_I,Species+Country+Gender+Age
SpeciesBordetella trematum,-0.6624385809601374,5595.674291220776,-1.1838404926452877e-4,0.9999055431950672,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter amalonaticus,15.054365946153553,3957.2980781636306,0.003804203183283953,0.9969646923350451,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter braakii,14.063436108999902,3957.298065321546,0.0035537975347978224,0.997164485783277,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter diversus,14.019939545007686,3957.298188461691,0.003542805944188304,0.9971732557485139,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter farmeri,15.349689424816432,3957.2980793893385,0.0038788307367498293,0.9969051486016907,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter freundii,15.223121791081729,3957.2980511064293,0.003846847418234132,0.996930667407346,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter gillenii,0.26791235347556325,4403.453456854424,6.084141824152368e-5,0.9999514555717577,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter koseri,13.598808579716387,3957.298053500861,0.0034363872510654266,0.9972581650637133,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter murliniae,0.38585231664211617,4213.361351701503,9.157826363179021e-5,0.9999269311174452,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter sedlakii,15.366321573176815,3957.2980987949195,0.0038830336228287132,0.9969017952090314,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter spp,17.2309843669165,3957.298250336754,0.004354229395130932,0.9965258385693871,Cefepime_I,Species+Country+Gender+Age
SpeciesCitrobacter youngae,0.1134172868552774,4253.1523599390275,2.6666640942273538e-5,0.9999787230989062,Cefepime_I,Species+Country+Gender+Age
"SpeciesCitrobacter, non-speciated",15.462110214878646,3957.2980577590993,0.003907239229696633,0.9968824820755379,Cefepime_I,Species+Country+Gender+Age
SpeciesCronobacter sakazakii,-0.22693735461650766,4846.062406223335,-4.6829226616040625e-5,0.9999626356831024,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter agglomerans,16.06242391728192,3957.2980661970723,0.004058937095106855,0.9967614456510612,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter asburiae,14.616753424677947,3957.29805309762,0.0036936195425655433,0.997052924694581,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter bugandensis,-0.14059973530036135,4109.426083068617,-3.421395894664002e-5,0.9999727012103978,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter cancerogenus,0.5732732086326052,4103.008266396817,1.397202178040072e-4,0.9998885193957449,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter cloacae,15.891183381048986,3957.298050701548,0.004015665026350947,0.9967959714852496,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter gergoviae,-0.5874115473170451,5595.674285060502,-1.0497600778610971e-4,0.9999162412642866,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter hormaechi,15.621363394458918,3957.298087979102,0.003947482107024284,0.9968503731526657,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter intermedium,1.4555765008658812,4562.6853043758765,3.1901750915626375e-4,0.999745460859136,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter kobei,14.801869211170194,3957.298055424496,0.0037403978684093357,0.9970156012484476,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter ludwigii,0.5511949835068252,3968.4869048566284,1.3889298282231284e-4,0.9998891794337585,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter sakazakii,14.883853988852938,3957.298184179409,0.0037611151083726774,0.9969990713988115,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter spp,1.1035725382540278,4191.090793186791,2.6331391819238095e-4,0.9997899058924575,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter taylorae,0.24746183112866824,4293.703987195531,5.7633649610368226e-5,0.9999540150008186,Cefepime_I,Species+Country+Gender+Age
SpeciesEnterobacter xiangfangensis,15.652942461338007,3957.298124367248,0.003955462027223646,0.99684400614725,Cefepime_I,Species+Country+Gender+Age
"SpeciesEnterobacter, non-speciated",15.465579245289891,3957.2980527183518,0.0039081158505779616,0.9968817826386113,Cefepime_I,Species+Country+Gender+Age
SpeciesEscherichia coli,16.246727691897227,3957.2980506527883,0.004105510245612457,0.9967242859629541,Cefepime_I,Species+Country+Gender+Age
SpeciesEscherichia hermanii,0.1814946419083223,4840.773246689832,3.749290302586061e-5,0.9999700849915429,Cefepime_I,Species+Country+Gender+Age
SpeciesEscherichia vulneris,0.7990564607458339,5595.674280738294,1.4279895874146667e-4,0.9998860629159086,Cefepime_I,Species+Country+Gender+Age
SpeciesHaemophilus influenzae,0.7064090775043468,3957.500549952933,1.784987945264463e-4,0.9998575785684817,Cefepime_I,Species+Country+Gender+Age
SpeciesHafnia alvei,-0.7706576474823154,4538.931077314207,-1.697883564115126e-4,0.9998645284924661,Cefepime_I,Species+Country+Gender+Age
SpeciesKlebsiella aerogenes,14.725865760177156,3957.2980510820203,0.0037211919774783582,0.9970309252256513,Cefepime_I,Species+Country+Gender+Age
SpeciesKlebsiella ornithinolytica,1.1420107191175395,4196.761232945057,2.7211715314005104e-4,0.9997828819274595,Cefepime_I,Species+Country+Gender+Age
SpeciesKlebsiella oxytoca,14.515565386298842,3957.2980511688806,0.0036680495627594515,0.9970733264484802,Cefepime_I,Species+Country+Gender+Age
SpeciesKlebsiella ozaenae,0.6831569118982943,4246.55094571671,1.6087335831620284e-4,0.9998716416317086,Cefepime_I,Species+Country+Gender+Age
SpeciesKlebsiella planticola,17.43442003731773,3957.298154586212,0.004405637219200313,0.9964848214536965,Cefepime_I,Species+Country+Gender+Age
SpeciesKlebsiella pneumoniae,16.9596091883301,3957.2980506492313,0.004285653739310264,0.9965805535158581,Cefepime_I,Species+Country+Gender+Age
SpeciesKlebsiella spp,15.812400281554224,3957.298195363028,0.003995756574544328,0.9968118560041355,Cefepime_I,Species+Country+Gender+Age
SpeciesKlebsiella variicola,14.556180174427304,3957.298054432442,0.0036783128220840974,0.9970651376075649,Cefepime_I,Species+Country+Gender+Age
"SpeciesKlebsiella, non-speciated",16.750965827556016,3957.2980539147948,0.004232930044524941,0.9966226205563281,Cefepime_I,Species+Country+Gender+Age
SpeciesKluyvera ascorbata,35.44531693593592,5595.674280674397,0.006334413898670316,0.9949459027476449,Cefepime_I,Species+Country+Gender+Age
SpeciesLelliottia amnigena,15.066674266839168,3957.298118698815,0.0038073134282319847,0.9969622107365924,Cefepime_I,Species+Country+Gender+Age
SpeciesMorganella morganii,13.951074100164584,3957.298052780053,0.00352540392815845,0.9971871404617212,Cefepime_I,Species+Country+Gender+Age
SpeciesMyroides odoratimimus,-0.9880156132659771,5595.674280684526,-1.7656774924810524e-4,0.9998591193196712,Cefepime_I,Species+Country+Gender+Age
SpeciesPantoea agglomerans,0.3300414225073622,4303.019888039375,7.669995284584707e-5,0.99993880229187,Cefepime_I,Species+Country+Gender+Age
SpeciesPantoea dispersa,17.279311718746552,3957.298305853845,0.004366441542500367,0.9965160947781744,Cefepime_I,Species+Country+Gender+Age
SpeciesPantoea septica,-0.15013825821170715,4559.901197814862,-3.292577003283635e-5,0.999973729036443,Cefepime_I,Species+Country+Gender+Age
SpeciesPantoea spp,1.4355137503254898,5595.674279570489,2.5653990539915356e-4,0.9997953107724974,Cefepime_I,Species+Country+Gender+Age
SpeciesPluralibacter gergoviae,15.604437082701887,3957.298080329204,0.003943204875131309,0.9968537858633952,Cefepime_I,Species+Country+Gender+Age
SpeciesProteus hauseri,12.63425152190172,3957.2981144237833,0.003192645880241291,0.99745264147157775,Cefepime_I,Species+Country+Gender+Age
SpeciesProteus mirabilis,15.279285236567887,3957.2980509936947,0.0038610397902000817,0.9969193436169691,Cefepime_I,Species+Country+Gender+Age
SpeciesProteus penneri,0.15218294767075308,3980.3393976759126,3.823366111935365e-5,0.9999694939520973,Cefepime_I,Species+Country+Gender+Age
SpeciesProteus rettgeri,0.2837238779916692,4507.878360876739,6.293955942868158e-5,0.9999497814973013,Cefepime_I,Species+Country+Gender+Age
SpeciesProteus spp,0.15895706717483937,4415.266740117258,3.600169061827007e-5,0.9999712748068991,Cefepime_I,Species+Country+Gender+Age
SpeciesProteus vulgaris,13.104727391289353,3957.298057763453,0.0033115340820943254,0.9973577829125311,Cefepime_I,Species+Country+Gender+Age
SpeciesProvidencia alcalifaciens,0.14068563933010947,4023.660589102377,3.496458913834342e-5,0.9999721022941573,Cefepime_I,Species+Country+Gender+Age
SpeciesProvidencia rettgeri,14.970756970002371,3957.298054196207,0.0037830754128129933,0.996981549735604,Cefepime_I,Species+Country+Gender+Age
SpeciesProvidencia spp,0.1720916542971203,4835.00704403897,3.559284458732906e-5,0.9999716010188348,Cefepime_I,Species+Country+Gender+Age
SpeciesProvidencia stuartii,15.570569098100071,3957.2980521182826,0.003934646542421888,0.9968606143719575,Cefepime_I,Species+Country+Gender+Age
"SpeciesProvidencia, non-speciated",14.681995766544718,3957.298085576405,0.003710106099931614,0.99703977041513,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas aeruginosa,15.766508610662429,3957.298050664018,0.003984160002306845,0.9968211086564316,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas alcaligenes,-0.46508320521789137,5595.674279990068,-8.311477436794568e-5,0.9999336840048335,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas alcaliphila,-0.992897315485355,5595.674279877448,-1.7744015570311228e-4,0.9998584232400409,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas citronellolis,-0.3086410832420157,5595.674280931258,-5.515708523167475e-5,0.999955991013297,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas mendocina,-0.11876580184116062,5595.674280727912,-2.122457381949526e-5,0.999983065240241,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas monteilii,-0.21096298857713605,4320.204236995504,-4.883171651251626e-5,0.9999610379273326,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas mosselii,18.454254483414587,3957.2983479465406,0.004663346773687301,0.9962792010935235,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas nitroreducens,0.9706081221856233,4387.448530305301,2.2122381960298085e-4,0.9998234889312967,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas otitidis,0.7335137934021121,4532.100099999364,1.618485420042278e-4,0.9998708635477102,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas pseudoalcaligenes,-0.014507575173531174,5595.6742809039315,-2.5926411090510442e-6,0.9999979313716874,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas putida,14.666097074192505,3957.2981197056265,0.00370608850547845,0.9970429759696775,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas putida/fluorescens Group,0.1859577420875955,5595.67428078433,3.323241002897158e-5,0.9999734843731245,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas spp,0.06306783633937067,4386.296930153974,1.437837824106376e-5,0.9999885277139925,Cefepime_I,Species+Country+Gender+Age
SpeciesPseudomonas stutzeri,-0.018511686828456223,4269.356234440692,-4.3359433628712765e-6,0.9999965404177342,Cefepime_I,Species+Country+Gender+Age
SpeciesRaoultella ornithinolytica,14.977176256383904,3957.2980633821453,0.003784697542742966,0.9969802554724428,Cefepime_I,Species+Country+Gender+Age
SpeciesRaoultella planticola,0.27533291478025396,4012.0614142521604,6.8626296148454e-5,0.999945244137881,Cefepime_I,Species+Country+Gender+Age
SpeciesRaoultella terrigena,-0.07406858213614945,4741.123094152121,-1.5622581541388033e-5,0.9999875349833888,Cefepime_I,Species+Country+Gender+Age
SpeciesSerratia ficaria,16.270410054772395,3957.2982079718963,0.004111494560100622,0.9967195112111157,Cefepime_I,Species+Country+Gender+Age
SpeciesSerratia fonticola,1.0036291340337706,4167.487978279598,2.408235222907791e-4,0.9998078506315433,Cefepime_I,Species+Country+Gender+Age
SpeciesSerratia grimesii,0.8095040892756663,4840.587941187809,1.6723259635213362e-4,0.9998665676939296,Cefepime_I,Species+Country+Gender+Age
SpeciesSerratia liquefaciens,13.123790503394488,3957.2981145886056,0.003316351238491118,0.9973539393989203,Cefepime_I,Species+Country+Gender+Age
SpeciesSerratia marcescens,14.883539134625776,3957.298050927002,0.003761035672089265,0.9969991347793473,Cefepime_I,Species+Country+Gender+Age
SpeciesSerratia odorifera,14.849885310899056,3957.2981867708527,0.0037525313004063846,0.9970059202383291,Cefepime_I,Species+Country+Gender+Age
SpeciesSerratia plymuthica,0.7169357813700933,4294.978432522266,1.66924186613218e-4,0.9998668137692952,Cefepime_I,Species+Country+Gender+Age
SpeciesSerratia rubidaea,14.5840435400648,3957.2981846871294,0.0036853537083705603,0.9970595198311797,Cefepime_I,Species+Country+Gender+Age
SpeciesSerratia ureilytica,15.01178706686064,3957.298078390031,0.003793443599519793,0.9969732771788669,Cefepime_I,Species+Country+Gender+Age
"SpeciesSerratia, non-speciated",14.560521180801262,3957.2980856571025,0.0036794097552505984,0.9970642623874497,Cefepime_I,Species+Country+Gender+Age
CountryAustralia,-1.6352613378273126,0.08866991050235458,-18.442122345255882,6.032618766337e-76,Cefepime_I,Species+Country+Gender+Age
CountryAustria,-1.2721473228441826,0.1093253302966576,-11.636345569614766,2.693092982820255e-31,Cefepime_I,Species+Country+Gender+Age
CountryBelgium,-0.9138166193411396,0.05609240614778679,-16.291271530294225,1.1383759612048278e-59,Cefepime_I,Species+Country+Gender+Age
CountryBrazil,0.12854966490386968,0.05589811840100447,2.299713632249197,0.021464449287374992,Cefepime_I,Species+Country+Gender+Age
CountryCanada,-1.6223644718963905,0.07876646813943769,-20.59714635197775,2.9109879214297793e-94,Cefepime_I,Species+Country+Gender+Age
CountryChile,0.3302190344740645,0.056944492089420894,5.798963558328275,6.6726029214194495e-9,Cefepime_I,Species+Country+Gender+Age
CountryChina,0.47265139828324476,0.04700367920714925,10.055625564973957,8.676858860791427e-24,Cefepime_I,Species+Country+Gender+Age
CountryColombia,-0.18202312572077567,0.06054719165908368,-3.006301708354584,0.002644464670287904,Cefepime_I,Species+Country+Gender+Age
CountryCosta Rica,-0.9912128175054836,0.23493296635010966,-4.219130388147934,2.452464177569784e-5,Cefepime_I,Species+Country+Gender+Age
CountryCroatia,0.3935304643871089,0.06929382575536762,5.679156260998122,1.3536077859023596e-8,Cefepime_I,Species+Country+Gender+Age
CountryCzech Republic,-0.5128546471719032,0.05913303963270599,-8.672895057609175,4.212701698393524e-18,Cefepime_I,Species+Country+Gender+Age
CountryDenmark,-1.8624737339364779,0.12117204335207124,-15.370490439985156,2.5820716483759764e-53,Cefepime_I,Species+Country+Gender+Age
CountryDominican Republic,-0.0832356844591786,0.23930578093681887,-0.3478214530937485,0.7279742772274527,Cefepime_I,Species+Country+Gender+Age
CountryFinland,-2.2427970973678923,0.2596009372397806,-8.63940292825804,5.6507553350502565e-18,Cefepime_I,Species+Country+Gender+Age
CountryFrance,-0.8986048496886408,0.04867837310493759,-18.460042774056735,4.3299858687729013e-76,Cefepime_I,Species+Country+Gender+Age
CountryGermany,-1.2258992325278695,0.05152023462889604,-23.79451959716624,3.805890746688833e-125,Cefepime_I,Species+Country+Gender+Age
CountryGreece,-0.03972000715874329,0.053775662785292146,-0.738624223328157,0.46013521094865845,Cefepime_I,Species+Country+Gender+Age
CountryGuatemala,0.8297380708702786,0.08681369109755398,9.557686816217597,1.2041799684623263e-21,Cefepime_I,Species+Country+Gender+Age
CountryHong Kong,-1.1194701546797488,0.1233215440982888,-9.077652756176303,1.1094145751015683e-19,Cefepime_I,Species+Country+Gender+Age
CountryHungary,-0.4378418782130833,0.06251224254627885,-7.004098083490473,2.4858192815754328e-12,Cefepime_I,Species+Country+Gender+Age
CountryIndia,1.0362227410389737,0.07017071891349869,14.767167232764896,2.3852968873480227e-49,Cefepime_I,Species+Country+Gender+Age
CountryIreland,-0.7791033744858217,0.08562939223005164,-9.09855079191366,9.154514736494408e-20,Cefepime_I,Species+Country+Gender+Age
CountryIsrael,-0.16389792368525471,0.06084810100017578,-2.69355856618732,0.007069372429388386,Cefepime_I,Species+Country+Gender+Age
CountryItaly,0.06253460459454642,0.04404772582246921,1.4197010952753175,0.15569471913434163,Cefepime_I,Species+Country+Gender+Age
CountryJapan,-1.9119714783152768,0.11488551948577447,-16.642406169839568,3.4353209119258494e-62,Cefepime_I,Species+Country+Gender+Age
CountryJordan,0.4063135221384119,0.11516060386911954,3.5282336883209533,4.1834265766123324e-4,Cefepime_I,Species+Country+Gender+Age
CountryKenya,0.24818882733111414,0.1426526840928205,1.739811829755856,0.08189206458320869,Cefepime_I,Species+Country+Gender+Age
"CountryKorea, South",-0.10025258365159675,0.05992090686262001,-1.6730818824462173,0.09431117765751126,Cefepime_I,Species+Country+Gender+Age
CountryKuwait,0.12436528108723974,0.05964493216396207,2.0850938474598886,0.03706078264039672,Cefepime_I,Species+Country+Gender+Age
CountryLatvia,-0.04726323174594905,0.09969634767942412,-0.4740718476260038,0.6354486733370788,Cefepime_I,Species+Country+Gender+Age
CountryLithuania,0.2122183370581133,0.10483584054448344,2.0242918448110867,0.04294013223714608,Cefepime_I,Species+Country+Gender+Age
CountryMalaysia,-0.2611524093384246,0.08364895438561651,-3.122004468035884,0.0017962421251107783,Cefepime_I,Species+Country+Gender+Age
CountryMexico,0.4710053520544794,0.04919908108458367,9.57345831814869,1.0338821564469233e-21,Cefepime_I,Species+Country+Gender+Age
CountryMorocco,0.4814152584864393,0.09525908220059114,5.05374655481881,4.3322642129307674e-7,Cefepime_I,Species+Country+Gender+Age
CountryNetherlands,-1.9861534948560193,0.12149540962927015,-16.34755996886259,4.5274984527122494e-60,Cefepime_I,Species+Country+Gender+Age
CountryNigeria,0.9939377596487653,0.08528289063305264,11.654597449392154,2.1740539518785697e-31,Cefepime_I,Species+Country+Gender+Age
CountryPakistan,0.8460670054981068,0.11172792934009029,7.572564984380502,3.659260607906826e-14,Cefepime_I,Species+Country+Gender+Age
CountryPanama,-0.04598774095050278,0.10265709488861187,-0.4479743070890697,0.6541717393316746,Cefepime_I,Species+Country+Gender+Age
CountryPhilippines,-0.013487255665584896,0.05973257450245356,-0.22579397887882593,0.8213616603156124,Cefepime_I,Species+Country+Gender+Age
CountryPoland,0.229877644197877,0.06321309450219535,3.6365510343730048,2.7631291909376444e-4,Cefepime_I,Species+Country+Gender+Age
CountryPortugal,-0.38666067237136703,0.05475966765825889,-7.061048558300565,1.6525083051895054e-12,Cefepime_I,Species+Country+Gender+Age
CountryRomania,0.4901446307440529,0.07150081513852193,6.855091509019476,7.126688445155814e-12,Cefepime_I,Species+Country+Gender+Age
CountryRussia,0.8781371578130065,0.05105136382733954,17.201051881453118,2.607546219346567e-66,Cefepime_I,Species+Country+Gender+Age
CountrySaudi Arabia,0.29169677609896255,0.13162078350127474,2.2161908502553285,0.026678434250440988,Cefepime_I,Species+Country+Gender+Age
CountrySerbia,1.377516602488084,0.2090087559198465,6.590712415016492,4.377210436972898e-11,Cefepime_I,Species+Country+Gender+Age
CountrySingapore,-0.6209854292433331,0.15181242139111334,-4.090478391379401,4.30484319834634e-5,Cefepime_I,Species+Country+Gender+Age
CountrySouth Africa,-0.3702335444820582,0.06063484100627185,-6.105953909300472,1.021884964967387e-9,Cefepime_I,Species+Country+Gender+Age
CountrySpain,-0.9146282183634421,0.0471921875965096,-19.380924363656522,1.1182027357332751e-83,Cefepime_I,Species+Country+Gender+Age
CountrySweden,-1.4510519334509344,0.14854894090690413,-9.768174209739477,1.5420589505135263e-22,Cefepime_I,Species+Country+Gender+Age
CountrySwitzerland,-1.841772964751812,0.13279086173693602,-13.86972673165144,9.6644282418015e-44,Cefepime_I,Species+Country+Gender+Age
CountryTaiwan,-0.7973647621943366,0.06854302805304206,-11.633054226569847,2.799002172003013e-31,Cefepime_I,Species+Country+Gender+Age
